Nom;Prenom;Conflit;Date deces;Departement de naissance;Nom departement de naissance
ABDERRAHMAN;Ben Fatmi;1914-1918;09/04/1919;9350;Maroc
ABDERRAHMANE;Ben Lhassene Saharoui;1914-1918;16/06/1915;9350;Maroc
ABDESSALEM;Ould Djilali Ben Kaddour;1914-1918;09/08/1918;9350;Maroc
ABDESSELEM;Ben Bouazza;1914-1918;05/05/1915;9350;Maroc
ABDESSELEM;Ben El Hadj;1914-1918;05/09/1914;9350;Maroc
ABDESSELLEM;Ben Hadj;1914-1918;07/10/1917;9350;Maroc
ABOU-ZAGLOU;Simon;1914-1918;01/03/1916;9350;Maroc
AHMED;Ben Abdallah;1914-1918;25/09/1915;9350;Maroc
AHMED;Ben Ali;1914-1918;05/05/1916;9350;Maroc
AHMED;Ben Aomar;1914-1918;30/09/1918;9350;Maroc
AHMED;Ben Bouchaeb Saeli;1914-1918;18/07/1918;9350;Maroc
AHMED;Ben Djilalli;1914-1918;21/08/1918;9350;Maroc
AHMED;Ben Kaddour;1914-1918;27/06/1918;9350;Maroc
AHMED;Ben Mohamed;1914-1918;29/09/1914;9350;Maroc
AHMED;Ben Mohamed;1914-1918;30/05/1915;9350;Maroc
AHMED;Ben Mohamed;1914-1918;05/09/1914;9350;Maroc
AHMED;Ben Mohamed;1914-1918;03/10/1915;9350;Maroc
AHMED;Ben Mohamed;1914-1918;08/09/1917;9350;Maroc
ALI;Ben Affian;1914-1918;16/05/1916;9350;Maroc
ALI;Ben Bench;1914-1918;06/09/1918;9350;Maroc
ALI;Ben Bouchaeb;1914-1918;10/07/1918;9350;Maroc
ALI;Ben Brahim;1914-1918;05/10/1915;9350;Maroc
ALI;Ben Hadj;1914-1918;28/09/1915;9350;Maroc
ALI;Ben Madjoub;1914-1918;05/04/1915;9350;Maroc
ALI;Ben Naceur;1914-1918;08/01/1915;9350;Maroc
ALI BEN ABDALLAH BEN ALI;Laouini;1914-1918;25/10/1916;9350;Maroc
ALI BEN BENGH;?;1914-1918;06/09/1918;9350;Maroc
AMAR;Ben Arba;1914-1918;20/10/1918;9350;Maroc
AMOR;Ben Mohamed Chaoui;1914-1918;20/08/1918;9350;Maroc
AOMAR;Ben Ali;1914-1918;02/10/1918;9350;Maroc
AOMAR;Ben Driss;1914-1918;06/07/1918;9350;Maroc
AOMAR;Ben M'Hamed;1914-1918;06/10/1915;9350;Maroc
AOMAR;Ben Mohamed;1914-1918;27/09/1918;9350;Maroc
AOMAR;Ben Rahal;1914-1918;06/09/1914;9350;Maroc
AOMAR;Ben Salem;1914-1918;;9350;Maroc
AZOUZ;Ben Mohamed;1914-1918;19/05/1918;9350;Maroc
BELKHIR;Ben Fatha;1914-1918;16/09/1914;9350;Maroc
BEN AeSSA;Ben El Hadj;1914-1918;19/11/1914;9350;Maroc
BOUAZZA;Ben Ahmed;1914-1918;05/09/1914;9350;Maroc
BOUAZZA;Ben Aessa;1914-1918;26/09/1918;9350;Maroc
BOUCHAeB;Ben Djilali;1914-1918;26/05/1915;9350;Maroc
BOUCHAeB;Mohamed;1914-1918;15/09/1919;9350;Maroc
BOUDJEMAA;Ben Ahmed;1914-1918;09/08/1918;9350;Maroc
BOUIH;Ben Aomar El Soussi;1914-1918;26/09/1918;9350;Maroc
BRAHIM;Ben Hadj;1914-1918;20/09/1916;9350;Maroc
BRAHIM;Ben Saed;1914-1918;29/01/1917;9350;Maroc
BRAHIM;Ben Salem;1914-1918;13/09/1916;9350;Maroc
DJILALI;Ben Hachemi;1914-1918;04/07/1918;9350;Maroc
DJILALI;Ben Mekki;1914-1918;05/09/1918;9350;Maroc
DRISS;Ben Ahmed;1914-1918;17/04/1917;9350;Maroc
EL HABILI;Ben Fatmi;1914-1918;18/10/1918;9350;Maroc
EL KHELIEB;Ben Ahmed;1914-1918;03/10/1918;9350;Maroc
EL MATTI;Ben Mohamed;1914-1918;30/05/1915;9350;Maroc
EL MEKKI;Ben Aomar;1914-1918;06/10/1915;9350;Maroc
EL REZOUANI;Ben Mohamed;1914-1918;05/09/1914;9350;Maroc
EMBAREK;Ben Hassen;1914-1918;08/01/1915;9350;Maroc
FAHTA;Ben Salem;1914-1918;16/04/1917;9350;Maroc
HADDOU;Ben Mohamed;1914-1918;20/05/1917;9350;Maroc
HADJOURA;Mohammed Ben Chaoui;1914-1918;12/11/1914;9350;Maroc
HALLAL;Ben Lahoussine;1914-1918;27/09/1918;9350;Maroc
HAMADI;Ben Ahmed;1914-1918;17/09/1914;9350;Maroc
HAMADI;Ben Embarek;1914-1918;17/05/1915;9350;Maroc
HAMMADI;Ben El Kebir;1914-1918;05/09/1914;9350;Maroc
HAMON;Ben Sibari;1914-1918;24/08/1918;9350;Maroc
HAOUSSINE;Ben Ahmed;1914-1918;06/10/1915;9350;Maroc
IDAR;Ben Brahim;1914-1918;05/09/1914;9350;Maroc
KAALI;Ben Mathi;1914-1918;05/05/1915;9350;Maroc
KADDOUR;Ben Aessa;1914-1918;05/06/1917;9350;Maroc
KADDOUR;Ben Mahjoul;1914-1918;;9350;Maroc
KADDOUR;Ben Mohamed;1914-1918;15/08/1918;9350;Maroc
LAHSSEN;Ben Hamou;1914-1918;06/10/1915;9350;Maroc
LARBI;Ben Ahmed;1914-1918;30/08/1918;9350;Maroc
LARBI;Ben Allah;1914-1918;29/12/1916;9350;Maroc
LARBI;Ben Bouziane;1914-1918;26/04/1917;9350;Maroc
LARBI;Ben Mohamed;1914-1918;05/10/1918;9350;Maroc
LARBI;Ben Mohamed;1914-1918;28/06/1915;9350;Maroc
LAYACHI;Ben Kaddour;1914-1918;08/01/1915;9350;Maroc
LHASSEN;Ben Brahim Soussi;1914-1918;17/06/1915;9350;Maroc
LHASSEN;Ben Taieb;1914-1918;23/10/1917;9350;Maroc
M'AHMED;ben Mohamed;1914-1918;08/04/1915;9350;Maroc
M'BARECK;Ben Ahmed;1914-1918;05/09/1914;9350;Maroc
M'BARK;Ben Larbi;1914-1918;23/05/1916;9350;Maroc
MAHJOUB;Ben Hamou;1914-1918;06/07/1918;9350;Maroc
MAHMOUD;Ben Allal;1914-1918;19/04/1917;9350;Maroc
MILOUD;Ben Mohamed;1914-1918;29/10/1916;9350;Maroc
MILOUDI;Ben Caed;1914-1918;09/08/1918;9350;Maroc
MILOUDI;Ben Lahoucine;1914-1918;26/09/1918;9350;Maroc
MOHA;Ben Saimi;1914-1918;09/08/1918;9350;Maroc
MOHAMED;Ben Abdallah;1914-1918;16/10/1917;9350;Maroc
MOHAMED;Ben Abdelkader;1914-1918;06/07/1918;9350;Maroc
MOHAMED;Ben Abderrahman;1914-1918;08/07/1918;9350;Maroc
MOHAMED;Ben Ahmed;1914-1918;29/05/1915;9350;Maroc
MOHAMED;Ben Ahmed;1914-1918;30/04/1915;9350;Maroc
MOHAMED;Ben Ahmed;1914-1918;07/10/1915;9350;Maroc
MOHAMED;Ben Ahmed;1914-1918;02/05/1915;9350;Maroc
MOHAMED;Ben Ahmed;1914-1918;29/07/1918;9350;Maroc
MOHAMED;Ben Allal;1914-1918;22/10/1917;9350;Maroc
MOHAMED;Ben Ameur;1914-1918;09/08/1918;9350;Maroc
MOHAMED;Ben Brik;1914-1918;05/09/1914;9350;Maroc
MOHAMED;Ben Damane;1914-1918;05/09/1914;9350;Maroc
MOHAMED;Ben Dhouri;1914-1918;18/06/1918;9350;Maroc
MOHAMED;Ben Djillali;1914-1918;29/05/1918;9350;Maroc
MOHAMED;Ben Fatha;1914-1918;23/12/1917;9350;Maroc
MOHAMED;Ben Haddour;1914-1918;18/03/1917;9350;Maroc
MOHAMED;Ben L'Hassen;1914-1918;29/04/1916;9350;Maroc
MOHAMED;Ben Lahcen;1914-1918;26/04/1918;9350;Maroc
MOHAMED;Ben Lhassen;1914-1918;20/08/1918;9350;Maroc
MOHAMED;Ben Lhassen;1914-1918;21/10/1917;9350;Maroc
MOHAMED;Ben Mahjoul;1914-1918;18/07/1918;9350;Maroc
MOHAMED;Ben Mohamed;1914-1918;17/09/1917;9350;Maroc
MOHAMED;Ben Mohamed;1914-1918;24/05/1916;9350;Maroc
MOHAMED;Ben Mohamed;1914-1918;07/10/1915;9350;Maroc
MOHAMED;Ben Sliman;1914-1918;14/03/1916;9350;Maroc
MOHAMED;Ben Taeeb;1914-1918;21/05/1917;9350;Maroc
MOHAMED;Ould Ali;1914-1918;15/09/1914;9350;Maroc
MOHAMMED;Ben Ahmed Es Soussi;1914-1918;15/04/1917;9350;Maroc
MOHAMMED;Ould Mohand Ben Ferre;1914-1918;11/11/1914;9350;Maroc
MOUOU;Belaed;1914-1918;12/05/1916;9350;Maroc
MOUSSA;Ben Abdesselem;1914-1918;22/01/1915;9350;Maroc
RAHAL;Ben Mohamed;1914-1918;01/11/1917;9350;Maroc
RALEM;Ben Amor;1914-1918;09/08/1918;9350;Maroc
SAeD;Belhacene Ould Hacene;1914-1918;02/10/1915;9350;Maroc
SAeD;Ben Ali;1914-1918;16/04/1917;9350;Maroc
SEDDIK;Ben Omar Ben Seddik;1914-1918;16/04/1917;9350;Maroc
SI-BOU-CHAIB;Ben Ahmed;1914-1918;25/03/1915;9350;Maroc
TAeBI;Ben Medani;1914-1918;05/11/1914;9350;Maroc
TOUHAMI;Ben Amed Ben Bachir El Gherbi;1914-1918;24/09/1915;9350;Maroc
ABD EL KRIN;Ben Hadj;1914-1918;26/08/1917;9350;Maroc
ABDALLAH;Ben Abbes;1914-1918;20/10/1918;9350;Maroc
ABDELKADER;Ben Aomar;1914-1918;06/07/1918;9350;Maroc
ABDELKADER;Ben Bouchaeb;1914-1918;28/08/1918;9350;Maroc
ABDELKADER;Ben Larbi;1914-1918;26/09/1917;9350;Maroc
ABDELKADER;Ben Talb;1914-1918;23/05/1916;9350;Maroc
ABDELKADER;Ould Kaddour;1914-1918;16/04/1917;9350;Maroc
ABDERRAHMANE;Ben Amouan;1914-1918;15/03/1915;9350;Maroc
ADDI;Ben Tahar;1914-1918;18/03/1915;9350;Maroc
ADJOUZ;Ben El Arabi;1914-1918;29/01/1915;9350;Maroc
AHMED;Ben Brahim;1914-1918;14/04/1917;9350;Maroc
AHMED;Ben L'Habib;1914-1918;23/05/1916;9350;Maroc
AHMED;Ben Lahmouine;1914-1918;28/06/1918;9350;Maroc
AHMED;Ben M'Hamed;1914-1918;01/03/1918;9350;Maroc
AHMED;Ben Mohamed;1914-1918;12/07/1919;9350;Maroc
AHMED;Ben Mohamed;1914-1918;28/09/1918;9350;Maroc
AHMED;Ben Mohamed;1914-1918;21/03/1915;9350;Maroc
AHMED;Ben Mohamed;1914-1918;16/04/1917;9350;Maroc
AHMED;Ben Mohamed;1914-1918;06/10/1915;9350;Maroc
AHMED;Ben Mohamed Ben Bouazza;1914-1918;19/07/1918;9350;Maroc
AHMED;Ben Saed;1914-1918;30/09/1918;9350;Maroc
AHMED;El Marraki;1914-1918;05/10/1914;9350;Maroc
AeSSA;Ben Ahmed;1914-1918;16/04/1917;9350;Maroc
ALI;Ben M'Barck;1914-1918;06/09/1918;9350;Maroc
AMAR;Ben Ahmed Ben Mahomed;1914-1918;05/11/1914;9350;Maroc
AMAR;Ould Ben Moktar;1914-1918;28/09/1915;9350;Maroc
AMOR;Ben Mohamed;1914-1918;20/03/1918;9350;Maroc
AOMAR;Ben Mekki;1914-1918;19/10/1918;9350;Maroc
AOMAR BEL HADJ;Regragi;1914-1918;08/03/1918;9350;Maroc
AZZOUZ;Ben Ahmed;1914-1918;16/09/1914;9350;Maroc
BEL AeDA;Ben Ahmed;1914-1918;13/10/1915;9350;Maroc
BELKRIR;Ben Faradj;1914-1918;25/05/1917;9350;Maroc
BEN BLED BEN KeR;Barck;1914-1918;06/05/1917;9350;Maroc
BEN HASSEN;Said;1914-1918;03/02/1919;9350;Maroc
BEN NACEUR;Ben Hadj;1914-1918;27/11/1918;9350;Maroc
BOUDJMA;Ben Ali;1914-1918;24/11/1917;9350;Maroc
BOUIH;Ben Ahmed;1914-1918;19/07/1918;9350;Maroc
BRAHIM;Ben M'Ahmed;1914-1918;11/08/1918;9350;Maroc
CHEIKH;Ould Maazouz;1914-1918;25/02/1916;9350;Maroc
DOUMANI;Ould Mohamed;1914-1918;17/12/1916;9350;Maroc
EL HATTAB;ben Hatti;1914-1918;23/03/1915;9350;Maroc
EL MAATI;Ben Tahar;1914-1918;06/10/1915;9350;Maroc
EL MATTI;Ben Djillali;1914-1918;20/08/1918;9350;Maroc
EL MATTI;Ben Mohamed;1914-1918;02/04/1919;9350;Maroc
EMBARCK;Ben Houmani;1914-1918;30/10/1918;9350;Maroc
FADDEL;Ben Mohamed;1914-1918;16/04/1917;9350;Maroc
FARRADJI;Ben Messaoud;1914-1918;31/08/1918;9350;Maroc
HADDOU;Ben Larbi Ould Hammou;1914-1918;24/02/1916;9350;Maroc
HADDOU;Ould Ali;1914-1918;31/08/1918;9350;Maroc
HADJ;Ben Ali;1914-1918;14/09/1917;9350;Maroc
HAMADI;Ben Tahar;1914-1918;07/03/1916;9350;Maroc
HAMED;Ben Saed;1914-1918;17/01/1918;9350;Maroc
HASSAN;Ben Ahmed;1914-1918;16/06/1915;9350;Maroc
HASSAN;Ben Daoud;1914-1918;21/08/1918;9350;Maroc
HMED;Ben Lahsen;1914-1918;05/06/1917;9350;Maroc
HOUSSINE;Ould Kaouachi;1914-1918;09/01/1915;9350;Maroc
KACEM;Ben Driss;1914-1918;17/11/1918;9350;Maroc
LAHOUCINE;Ben Aomar;1914-1918;17/05/1918;9350;Maroc
LAHOUCINE;Ben Aomar;1914-1918;27/03/1917;9350;Maroc
LAHOUSSINE;Ben Abdallah;1914-1918;30/04/1917;9350;Maroc
LAHSSEN;Ben Mohamed;1914-1918;09/08/1918;9350;Maroc
LARBI;Ben Ahmed;1914-1918;16/01/1919;9350;Maroc
LARBI;Ben Ahmed;1914-1918;12/06/1917;9350;Maroc
LARBI;Ben Ali;1914-1918;03/03/1916;9350;Maroc
LARBI;Ben Bouazza;1914-1918;16/04/1917;9350;Maroc
LARBI;Ben El Mahjoub;1914-1918;06/10/1915;9350;Maroc
LARBI;Ben Hadj Mansour;1914-1918;06/09/1914;9350;Maroc
LARBI;Ben Lahcene Ben Larbi;1914-1918;24/06/1915;9350;Maroc
LARBI;Ben Mohamed;1914-1918;27/05/1915;9350;Maroc
LARBI;Ben Mohamed;1914-1918;13/08/1916;9350;Maroc
LARBI;Ben Rahal;1914-1918;;9350;Maroc
LARBI;Ben Salah;1914-1918;12/06/1915;9350;Maroc
LEHASSEN;Ben Mohamed;1914-1918;01/07/1918;9350;Maroc
LHASSEN;Ben Hadj;1914-1918;18/07/1918;9350;Maroc
LHASSEN;Ben Salem;1914-1918;24/03/1915;9350;Maroc
M'AHMED;Ben Ali;1914-1918;25/12/1914;9350;Maroc
M'AHMED;Ben Lahoussine;1914-1918;16/04/1917;9350;Maroc
M'AHMED;Ben Mohamed;1914-1918;21/05/1915;9350;Maroc
M'BARECK;Ben Aed;1914-1918;26/05/1915;9350;Maroc
M'BARECK;Ben Aomar;1914-1918;06/10/1915;9350;Maroc
MOHAMED;Ben Abbes;1914-1918;14/05/1916;9350;Maroc
MOHAMED;Ben Abbes;1914-1918;16/03/1915;9350;Maroc
MOHAMED;Ben Abdessler;1914-1918;17/12/1918;9350;Maroc
MOHAMED;Ben Addou;1914-1918;06/10/1915;9350;Maroc
MOHAMED;Ben Ahmed;1914-1918;16/04/1917;9350;Maroc
MOHAMED;Ben Aessa;1914-1918;26/10/1918;9350;Maroc
MOHAMED;Ben Ali;1914-1918;29/09/1918;9350;Maroc
MOHAMED;Ben Ali;1914-1918;06/07/1918;9350;Maroc
MOHAMED;Ben Djillali;1914-1918;27/03/1916;9350;Maroc
MOHAMED;Ben El Houcine;1914-1918;06/10/1915;9350;Maroc
MOHAMED;Ben Fatmi;1914-1918;26/07/1918;9350;Maroc
MOHAMED;Ben Hacene;1914-1918;13/03/1915;9350;Maroc
MOHAMED;Ben Hadj;1914-1918;18/07/1918;9350;Maroc
MOHAMED;Ben Larbi;1914-1918;17/04/1917;9350;Maroc
MOHAMED;Ben Lhassen;1914-1918;28/06/1918;9350;Maroc
MOHAMED;Ben Lhassen;1914-1918;01/10/1918;9350;Maroc
MOHAMED;Ben M'Ahmed;1914-1918;05/09/1914;9350;Maroc
MOHAMED;Ben Machoir;1914-1918;22/07/1918;9350;Maroc
MOHAMED;Ben Mohamed;1914-1918;06/10/1915;9350;Maroc
MOHAMED;Ben Mohamed;1914-1918;20/08/1918;9350;Maroc
MOHAMED;Ben Salah;1914-1918;19/05/1916;9350;Maroc
MOHAMED;Ben Zina;1914-1918;24/06/1918;9350;Maroc
MOHAMMED;Ben Fatmi;1914-1918;09/08/1918;9350;Maroc
MOHAMMED;Ben Laarbi;1914-1918;30/03/1915;9350;Maroc
MOHAMMED;Ben Mohamed;1914-1918;17/12/1917;9350;Maroc
MOKTAR;Ben Salem;1914-1918;14/10/1915;9350;Maroc
MOULAY;Hamed Ben Hadj;1914-1918;24/05/1916;9350;Maroc
MOULAY AHMED;Ben Mohamed;1914-1918;13/07/1918;9350;Maroc
MOULAY BOUAZZA;Ben Madani;1914-1918;31/01/1917;9350;Maroc
RAHAL;Ben Majoub;1914-1918;29/05/1915;9350;Maroc
REGRAGUI;Ben Allal;1914-1918;17/10/1918;9350;Maroc
SAeD;Ben Abdallah;1914-1918;28/07/1918;9350;Maroc
SAeD;Ben Aomar;1914-1918;21/07/1918;9350;Maroc
SALAH;Ben Hanafi;1914-1918;17/09/1914;9350;Maroc
SEDIK;Ben Abid;1914-1918;31/08/1918;9350;Maroc
SMAeL;Ben Saed;1914-1918;16/09/1919;9350;Maroc
THAMI;Ben Ahmed;1914-1918;19/03/1919;9350;Maroc
ZITOUNI;Mohamed Ben Benmia;1914-1918;07/11/1916;9350;Maroc
ABBeS;Ben Djilali;1914-1918;13/10/1918;9350;Maroc
ABBeS;Ben Mohamed;1914-1918;;9350;Maroc
ABDELANI;Ben Larbi;1914-1918;16/04/1917;9350;Maroc
ABDELKADER;Ben Ahmed;1914-1918;29/12/1915;9350;Maroc
ABDELKADER;Ben Hadj Ben Barek;1914-1918;06/10/1915;9350;Maroc
ABDELKADER;Ben Mohamed;1914-1918;01/07/1916;9350;Maroc
ABDENEBI;Ben Salem;1914-1918;30/01/1917;9350;Maroc
ABDERRAHMAN;Ben Allal Frekki;1914-1918;06/10/1915;9350;Maroc
ABDERRAHMAN;Ben Djilali;1914-1918;17/06/1915;9350;Maroc
ABDESSELAM;Ben Brahim;1914-1918;27/09/1914;9350;Maroc
ABDESSELEM;Ben Abdallah;1914-1918;17/04/1917;9350;Maroc
ABDESSELEM;Ben Ahmed;1914-1918;27/05/1915;9350;Maroc
ABDESSELEM;Ben Mohamed;1914-1918;05/09/1914;9350;Maroc
ABDESSELEM;Ben Mohamed;1914-1918;06/10/1915;9350;Maroc
ABDESSELEM;Ben Mohamed;1914-1918;01/10/1918;9350;Maroc
AHMED;Ben Abbes;1914-1918;28/05/1915;9350;Maroc
AHMED;Ben Abdallah;1914-1918;11/11/1915;9350;Maroc
AHMED;Ben Abdel Raman;1914-1918;08/07/1918;9350;Maroc
AHMED;Ben Ali Chtouki;1914-1918;18/07/1918;9350;Maroc
AHMED;Ben Amar;1914-1918;20/03/1919;9350;Maroc
AHMED;Ben Boudjemaa;1914-1918;03/06/1915;9350;Maroc
AHMED;Ben Djilani;1914-1918;27/05/1915;9350;Maroc
AHMED;Ben El Hassen;1914-1918;09/09/1914;9350;Maroc
AHMED;Ben Embareck;1914-1918;06/10/1915;9350;Maroc
AHMED;Ben Hamon;1914-1918;08/10/1915;9350;Maroc
AHMED;Ben Mohamed;1914-1918;21/08/1918;9350;Maroc
AHMED;Ben Mohamed;1914-1918;17/09/1914;9350;Maroc
AHMED;Ben Rezoug;1914-1918;09/06/1915;9350;Maroc
AHMED;Ben Tahar;1914-1918;05/05/1915;9350;Maroc
AHMED BERREKAeA;Ben Ahmed Ben Ali;1914-1918;26/09/1918;9350;Maroc
AeSSA;Ben Mohamed;1914-1918;17/09/1914;9350;Maroc
AKKA;Ben Mazouz;1914-1918;10/05/1918;9350;Maroc
ALI;Ben Ali Tougouna;1914-1918;27/05/1915;9350;Maroc
ALI;Ben Boudjema;1914-1918;08/01/1915;9350;Maroc
ALI;Ben Brahim;1914-1918;31/08/1918;9350;Maroc
ALI;Ben Mohamed;1914-1918;04/04/1915;9350;Maroc
ALI BEN HAMON;Ben Ali;1914-1918;21/03/1917;9350;Maroc
ALLAH;Ben Bouzkri;1914-1918;31/08/1918;9350;Maroc
ALLAH;Ben Houman;1914-1918;02/11/1918;9350;Maroc
ALLAL;Ben Mohamed;1914-1918;09/08/1918;9350;Maroc
AOMAR;Ben Mohamed;1914-1918;05/06/1917;9350;Maroc
AZZOUZ;Ben Larbi;1914-1918;27/04/1916;9350;Maroc
BARCK;Ben Belkacem;1914-1918;07/09/1918;9350;Maroc
BELLAL;Ben Barck;1914-1918;16/05/1915;9350;Maroc
BEN BARKA;Boudjemea;1914-1918;12/09/1914;9350;Maroc
BEN HAMON;Ahmed;1914-1918;08/10/1915;9350;Maroc
BOUAZZA;Ben Hadj;1914-1918;25/12/1914;9350;Maroc
BOUCHAeB;Ben Allal;1914-1918;29/04/1918;9350;Maroc
BOUDJEMAe;Ben Aomar;1914-1918;08/01/1915;9350;Maroc
BRIH;Ben M'Barck;1914-1918;31/08/1918;9350;Maroc
EL AYACHI;Ben Salah;1914-1918;20/10/1914;9350;Maroc
EL MAeTI;Ben Mohamed;1914-1918;24/05/1916;9350;Maroc
EL YAZID;Ben Mohamed;1914-1918;05/09/1914;9350;Maroc
ELHOUCINE;Ben Hamed;1914-1918;03/04/1916;9350;Maroc
EMBAREK;Ben Mohamed Ben Hiaha;1914-1918;02/06/1915;9350;Maroc
EMBAREK;Ben Salah;1914-1918;28/04/1915;9350;Maroc
HABIB;Ben Allal;1914-1918;05/09/1914;9350;Maroc
HAMADI;Ben D'Haman;1914-1918;27/08/1916;9350;Maroc
HAMOU;Ben Abderrhman;1914-1918;05/02/1917;9350;Maroc
HAMOUDA;Ben Abdesselem;1914-1918;17/06/1918;9350;Maroc
HAOUMAN;Ben Kaddour;1914-1918;14/09/1914;9350;Maroc
HAOUSSINE;Bel Hadj;1914-1918;25/02/1916;9350;Maroc
HASSEN;Ben Ahmed;1914-1918;11/05/1918;9350;Maroc
HOUSSINE;Ben Mimoun;1914-1918;09/05/1915;9350;Maroc
KADDOUR;ben Djillali;1914-1918;19/03/1915;9350;Maroc
L'HASSEN;Ben Mohamed;1914-1918;18/06/1918;9350;Maroc
LAHOUSSINE;Ben Abderrahman;1914-1918;03/11/1918;9350;Maroc
LAHOUSSINE;Ben Kaddour;1914-1918;16/06/1915;9350;Maroc
LAHOUSSINE;Ben Mohamed;1914-1918;05/10/1916;9350;Maroc
LAROUI;Djelali;1914-1918;02/09/1919;9350;Maroc
LAYACHI;Ben Miloudi;1914-1918;08/01/1915;9350;Maroc
M'AHMED;Ben Salah;1914-1918;02/10/1915;9350;Maroc
M'BARECK;Ben Kebir;1914-1918;31/10/1917;9350;Maroc
M'BAREK;Ben Abdesselem;1914-1918;05/09/1914;9350;Maroc
M'HAMED;Ben Ahmed;1914-1918;18/07/1918;9350;Maroc
M'HAMED;Ben Embarck;1914-1918;20/10/1917;9350;Maroc
MABJOUL;Ben Ahmed;1914-1918;30/11/1918;9350;Maroc
MAJOUB;Ben Mohamed;1914-1918;16/06/1915;9350;Maroc
MEHDI;Ben Mohamed;1914-1918;16/09/1914;9350;Maroc
MESSAOUD;Ben Fatima;1914-1918;08/09/1917;9350;Maroc
MOHAMED;Bel Hadj;1914-1918;28/09/1915;9350;Maroc
MOHAMED;Ben Ahmed;1914-1918;06/10/1915;9350;Maroc
MOHAMED;Ben Ahmed Soussi;1914-1918;16/04/1917;9350;Maroc
MOHAMED;Ben Ali;1914-1918;23/12/1916;9350;Maroc
MOHAMED;Ben Ali;1914-1918;08/09/1918;9350;Maroc
MOHAMED;Ben Allah;1914-1918;25/06/1915;9350;Maroc
MOHAMED;Ben Bouchaeb;1914-1918;26/05/1916;9350;Maroc
MOHAMED;Ben Dhaman;1914-1918;24/05/1916;9350;Maroc
MOHAMED;Ben Hadj;1914-1918;17/05/1917;9350;Maroc
MOHAMED;Ben Hammou;1914-1918;09/05/1915;9350;Maroc
MOHAMED;Ben Lahcene;1914-1918;12/09/1916;9350;Maroc
MOHAMED;Ben Lahoussine;1914-1918;24/08/1918;9350;Maroc
MOHAMED;Ben Larbi;1914-1918;31/05/1915;9350;Maroc
MOHAMED;Ben Larbi;1914-1918;01/11/1917;9350;Maroc
MOHAMED;Ben Larbi;1914-1918;30/06/1918;9350;Maroc
MOHAMED;Ben Lhassen;1914-1918;27/12/1915;9350;Maroc
MOHAMED;Ben M'Ahmed;1914-1918;24/10/1918;9350;Maroc
MOHAMED;Ben Mekki;1914-1918;09/08/1918;9350;Maroc
MOHAMED;Ben Mohamed;1914-1918;13/01/1915;9350;Maroc
MOHAMED;Ben Mohamed;1914-1918;27/05/1917;9350;Maroc
MOHAMED;Ben Seghan;1914-1918;06/10/1915;9350;Maroc
MOHAMED;Ben Tahar;1914-1918;05/09/1914;9350;Maroc
MOHAMED;Ben Thami;1914-1918;07/11/1915;9350;Maroc
MOHAMMED;Ben Amar;1914-1918;23/09/1914;9350;Maroc
MOKTAR;Ben Mohamed;1914-1918;28/09/1918;9350;Maroc
MOULAY LARBI;Ben Ali;1914-1918;06/10/1915;9350;Maroc
OUMAN;Ben Hamida;1914-1918;08/05/1918;9350;Maroc
RADI;Ben Mohamed;1914-1918;01/07/1918;9350;Maroc
REGRAGUI;Ben Fares;1914-1918;01/09/1915;9350;Maroc
SAeD;Ben Ahmed;1914-1918;18/10/1915;9350;Maroc
SAeD;Ben Amadi;1914-1918;13/01/1915;9350;Maroc
SAeD;Ben Salah;1914-1918;20/05/1917;9350;Maroc
SAeD;Ben Tebach;1914-1918;17/04/1917;9350;Maroc
SALAH;Ben Abdallah;1914-1918;08/01/1915;9350;Maroc
SALAH;Ben Mohamed;1914-1918;16/04/1917;9350;Maroc
SALEM;Ben Djillali;1914-1918;30/04/1916;9350;Maroc
SLIMAN;Ould Moha;1914-1918;28/06/1918;9350;Maroc
TAHAR;Ben Mohamed;1914-1918;14/05/1916;9350;Maroc
TOUANI;Ben Ahmed;1914-1918;22/08/1914;9350;Maroc
ABBES;Ben Mohamed;1914-1918;18/10/1915;9350;Maroc
ABBeS;Ben Mohamed;1914-1918;12/05/1915;9350;Maroc
ABDALAH;Ben Mohamed;1914-1918;22/04/1917;9350;Maroc
ABDALLAH;Ben Ahmed;1914-1918;15/03/1919;9350;Maroc
ABDALLAH;Ben Ahmed;1914-1918;19/07/1918;9350;Maroc
ABDALLAH;Ben Allah;1914-1918;23/10/1915;9350;Maroc
ABDALLAH;Ben Hadj;1914-1918;17/10/1918;9350;Maroc
ABDELAZIZ;Ben Hadj El Abidi;1914-1918;11/04/1917;9350;Maroc
ABDELKADER;Ben Abderrahman;1914-1918;23/05/1916;9350;Maroc
ABDELKADER;Ben Mohamed;1914-1918;24/11/1918;9350;Maroc
ABDELKADER;Ben Mohamed;1914-1918;21/05/1917;9350;Maroc
ABDELLAH;Ben Ahmed;1914-1918;06/10/1915;9350;Maroc
ABDELLAH;Ben Mohamed;1914-1918;11/07/1915;9350;Maroc
ABDERHAMAN;Ben Tahar;1914-1918;16/04/1917;9350;Maroc
ADJ;Ben Ali;1914-1918;14/09/1917;9350;Maroc
AHMED;Ben Abdallah;1914-1918;07/10/1917;9350;Maroc
AHMED;Ben Abdelkader;1914-1918;14/03/1917;9350;Maroc
AHMED;Ben Abderramane;1914-1918;23/05/1916;9350;Maroc
